Acquired Medium google / others,city,Reg at date,Uninstall Date,Usage Days (bin),User ID,Notification Dismiss,Notification Open,Notification Receive,Quiz Count,Session Count,Share Count,Uninstalled,Usage Time,Usertime,Video Count
Normal,Bengaluru,10/27/2019,3/12/2020,112,30278,91,127,425,102,24,55,0,137,57326.707874098,185
Normal,Other,5/8/2019,10/23/2020,534,30279,25,9,178,25,372,88,0,534,35098.578958725,84
Normal,Bengaluru,3/23/2019,6/19/2020,450,30282,498,147,560,184,316,56,0,454,5822.097635415,118
Normal,Other,6/18/2020,10/25/2020,112,30285,799,4,248,29,158,104,0,129,61486.458345469,161
Normal,Mumbai,1/20/2019,7/17/2020,534,30286,542,70,809,120,407,185,0,544,16976.865680486,190
Normal,Other,2/12/2019,11/18/2019,253,30290,82,134,762,160,218,169,0,279,36492.742289361,88
Normal,Other,1/7/2019,2/18/2019,28,30291,898,177,413,124,146,161,0,42,9246.735456823,38
Normal,Bengaluru,10/7/2019,12/6/2019,56,30293,479,181,533,37,244,153,0,60,7137.669334206,51
Normal,Mumbai,10/7/2019,3/8/2020,141,30294,919,21,158,56,276,145,0,153,1315.148562544,120
Normal,Other,6/3/2019,11/30/2019,169,30295,716,25,113,78,392,63,0,180,26356.823006698,29
Normal,Pune,6/27/2020,12/7/2020,141,30296,968,25,752,21,423,20,0,163,57821.707328223,112
Normal,Mumbai,6/10/2020,9/20/2020,84,30298,699,153,447,0,104,140,0,102,10115.950497145,5
Normal,Bengaluru,1/15/2020,1/28/2020,0,30299,126,112,330,198,31,183,0,13,46194.516846603,190
Normal,Pune,11/1/2019,12/19/2019,28,30300,783,162,153,157,190,7,0,48,10455.479666357,107
Normal,Mumbai,3/28/2019,5/5/2020,393,30301,748,60,761,49,230,142,0,404,60414.38747439,131
Normal,Other,6/11/2020,12/4/2020,169,30302,358,29,87,48,271,95,0,176,25979.396861263,153
Normal,Bengaluru,5/26/2019,8/18/2020,450,30306,644,151,884,102,475,198,0,450,5251.953455664,41
Normal,Other,1/19/2019,9/5/2019,225,30307,185,148,983,175,450,32,0,229,11334.052138156,37
Normal,Pune,2/12/2019,8/20/2020,534,30310,987,48,177,136,168,77,0,555,53745.545777771,181
Normal,Other,7/5/2020,12/11/2020,141,30311,862,186,299,63,336,43,0,159,9745.971282627,104
Normal,Bengaluru,1/20/2020,9/24/2020,225,30312,264,193,776,3,19,104,0,248,52153.749455232,164
Normal,Mumbai,1/22/2019,12/1/2020,674,30313,498,52,448,137,142,137,0,679,69657.675109623,21
Normal,Bengaluru,4/25/2019,2/27/2020,281,30315,773,12,949,37,315,199,0,308,26547.375122331,164
Normal,Mumbai,6/1/2019,9/14/2020,450,30316,979,156,415,55,291,130,0,471,12517.330908246,45
Normal,Bengaluru,11/29/2019,1/18/2020,28,30319,808,142,176,45,454,83,0,50,13455.668267415,88
Normal,Bengaluru,4/10/2020,10/17/2020,169,30321,283,117,762,196,269,72,0,190,60768.189956528,99
Normal,Pune,5/14/2019,12/8/2019,197,30323,998,171,818,59,392,190,0,208,32928.461913765,70
Normal,Pune,5/10/2019,8/8/2019,84,30328,168,31,167,28,232,92,0,90,9342.401877169,173
Normal,Bengaluru,6/25/2019,2/3/2020,197,30331,788,134,715,52,484,150,0,223,46715.285842715,45
Normal,Mumbai,4/19/2020,10/14/2020,169,30334,167,189,902,88,491,119,0,178,48120.842331816,163
Normal,Bengaluru,8/14/2020,9/10/2020,0,30335,0,8,273,4,281,177,0,27,40430.134090131,91
Normal,Pune,6/19/2019,12/21/2019,169,30339,484,105,261,50,91,38,0,185,5626.042145194,190
Normal,Pune,10/4/2019,11/7/2019,28,30340,320,17,28,29,203,174,0,34,65482.426530015,24
Normal,Other,5/1/2019,4/5/2020,337,30341,538,38,372,103,223,71,0,340,3181.854209096,76
Normal,Mumbai,9/1/2019,10/13/2019,28,30346,528,191,657,108,126,68,0,42,24221.416549779,120
Normal,Other,9/6/2019,12/5/2020,450,30350,242,167,108,21,252,1,0,456,1766.849363682,145
Normal,Pune,8/15/2019,9/12/2020,393,30351,937,8,896,190,141,97,0,394,20068.643775764,5
Normal,Other,1/16/2019,4/15/2020,450,30353,563,144,444,83,302,124,0,455,58698.248812167,182
Normal,Pune,8/21/2019,10/25/2019,56,30354,423,156,687,159,119,173,0,65,58177.461818011,135
Normal,Pune,11/10/2019,12/10/2019,28,30355,140,182,82,93,322,12,0,30,24454.385318768,41
Normal,Pune,8/14/2019,11/30/2019,84,30358,652,144,775,43,94,14,0,108,36130.200352723,119
Normal,Other,9/1/2019,8/4/2020,337,30360,864,162,973,44,423,78,0,338,38236.600304621,60
Normal,Mumbai,9/7/2019,11/6/2019,56,30361,382,163,69,176,349,123,0,60,3717.683283437,130
Normal,Mumbai,10/12/2019,3/26/2020,141,30369,671,194,975,111,497,17,0,166,4312.066048794,30
Normal,Other,2/4/2019,12/19/2019,309,30371,258,148,400,6,348,36,0,318,60018.080987190,192
Normal,Pune,9/24/2019,6/20/2020,253,30373,192,35,53,143,409,77,0,270,31926.766269541,13
Normal,Mumbai,7/10/2019,10/16/2020,450,30374,791,109,157,77,290,121,0,464,4267.671122631,7
Normal,Bengaluru,2/18/2019,9/17/2020,562,30375,786,163,400,35,32,136,0,577,24460.797219905,39
Normal,Other,1/29/2019,11/6/2019,281,30376,102,63,5,69,126,17,0,281,59148.215212507,91
Normal,Bengaluru,1/3/2019,10/19/2019,281,30379,722,28,477,183,366,86,0,289,29513.455778174,182
Normal,Other,2/11/2019,9/20/2020,562,30381,850,172,430,136,136,142,0,587,49203.427429364,191
Normal,Mumbai,7/28/2020,11/5/2020,84,30382,808,27,700,79,325,144,0,100,49227.771680884,2
Normal,Other,9/11/2019,12/14/2019,84,30384,513,23,398,30,214,27,0,94,57850.452216171,171
Normal,Other,5/9/2020,9/24/2020,112,30386,503,56,382,59,170,153,0,138,49931.038104198,103
Normal,Bengaluru,6/26/2019,12/15/2019,169,30391,921,102,833,195,412,136,0,172,47441.375581122,19
Normal,Mumbai,1/2/2019,8/25/2019,225,30394,157,123,201,167,365,139,0,235,20302.495777091,77
Normal,Pune,5/5/2020,7/18/2020,56,30395,614,35,343,183,246,110,0,74,15873.066406365,123
Normal,Bengaluru,3/29/2020,7/19/2020,84,30396,96,138,584,92,369,98,0,112,41920.528877354,17
Normal,Bengaluru,2/6/2019,10/4/2019,225,30397,14,135,866,92,208,91,0,240,57277.613200896,3
Normal,Bengaluru,6/4/2019,8/7/2019,56,30399,978,36,184,98,186,9,0,64,3102.974463967,181
Normal,Other,4/5/2020,6/28/2020,56,30400,99,1,542,154,260,154,0,84,62777.398468121,153
Normal,Mumbai,1/4/2020,6/4/2020,141,30405,596,37,106,43,160,9,0,152,36563.028319256,22
Normal,Mumbai,7/1/2019,5/8/2020,309,30410,125,52,664,106,281,86,0,312,5370.825491994,197
Normal,Mumbai,9/27/2020,12/9/2020,56,30412,532,67,893,71,432,4,0,73,54203.871913216,136
Normal,Bengaluru,5/16/2020,6/25/2020,28,30416,649,130,924,134,378,1,0,40,60067.506918371,119
Normal,Mumbai,11/16/2019,8/3/2020,253,30417,475,3,677,14,39,167,0,261,53399.835858750,110
Normal,Pune,7/1/2019,9/7/2020,422,30420,922,144,20,125,56,35,0,434,54862.047044445,145
Normal,Other,1/23/2019,11/2/2019,281,30421,880,38,20,128,138,155,0,283,30876.012851672,126
Normal,Bengaluru,2/28/2020,11/18/2020,253,30422,569,60,123,187,473,18,0,264,4326.385691816,18
Normal,Bengaluru,8/8/2019,11/20/2020,450,30423,237,7,456,173,312,187,0,470,3971.764999511,88
Normal,Bengaluru,9/18/2019,5/20/2020,225,30425,261,9,605,14,213,105,0,245,33198.373442153,12
Normal,Bengaluru,9/27/2019,8/20/2020,309,30426,451,51,914,86,311,164,0,328,37981.912119550,89
Normal,Pune,7/8/2019,11/12/2019,112,30430,961,146,767,45,237,57,0,127,17426.786546314,21
Normal,Mumbai,6/17/2019,6/20/2020,365,30437,690,131,365,134,260,109,0,369,17121.196253683,45
Normal,Pune,1/3/2019,5/9/2019,112,30439,473,38,595,104,347,111,0,126,30571.247446316,86
Normal,Other,8/13/2019,3/10/2020,197,30440,956,102,405,170,424,198,0,210,54167.649872699,105
Normal,Mumbai,7/1/2019,2/11/2020,225,30445,752,193,673,102,446,48,0,225,41195.982176907,40
Normal,Bengaluru,8/8/2019,2/14/2020,169,30447,733,85,975,29,277,37,0,190,34899.783786707,193
Normal,Mumbai,8/11/2020,9/22/2020,28,30449,383,152,611,147,185,19,0,42,66970.818681642,79
Normal,Mumbai,1/16/2019,10/22/2020,618,30451,7,109,251,10,349,69,0,645,26990.507765790,81
Normal,Mumbai,9/30/2019,12/28/2019,84,30453,351,179,990,115,244,74,0,89,66868.824602942,2
Normal,Pune,5/16/2019,3/12/2020,281,30454,535,55,992,117,439,150,0,301,6612.886880765,167
Normal,Pune,5/20/2019,10/20/2019,141,30456,861,49,929,29,210,75,0,153,67014.666730471,8
Normal,Bengaluru,3/21/2019,3/26/2019,0,30458,179,133,203,194,152,79,0,5,40704.951458980,107
Normal,Pune,9/4/2019,2/19/2020,141,30460,916,104,706,151,196,41,0,168,12999.207473852,103
Normal,Other,7/12/2019,10/5/2020,450,30461,638,162,153,172,234,97,0,451,20504.984404569,156
Normal,Mumbai,4/1/2019,8/28/2019,141,30462,443,19,431,139,117,96,0,149,13403.413480350,140
Normal,Bengaluru,11/6/2019,11/12/2020,365,30469,253,188,215,136,451,87,0,372,18940.368330243,134
Normal,Bengaluru,11/15/2019,2/15/2020,84,30470,123,38,166,27,5,5,0,92,22884.217398156,166
Normal,Mumbai,5/7/2019,7/26/2020,422,30471,39,12,918,55,142,133,0,446,56464.392130759,130
Normal,Pune,4/3/2019,4/22/2020,365,30472,298,134,945,61,396,37,0,385,27093.547160985,20
Normal,Other,10/14/2019,9/20/2020,337,30477,635,76,806,17,210,150,0,342,46980.623059335,170
Normal,Pune,5/27/2019,7/27/2019,56,30479,86,17,62,95,52,145,0,61,63040.628617112,48
Normal,Pune,1/1/2019,8/13/2019,197,30480,715,148,780,31,62,197,0,224,64512.480708110,111
Normal,Other,5/6/2019,10/14/2020,506,30484,349,179,144,150,218,88,0,527,58617.511489843,23
Normal,Bengaluru,9/4/2019,7/16/2020,309,30485,271,101,513,160,440,11,0,316,6218.405283587,146
Normal,Mumbai,6/3/2020,6/11/2020,0,30486,620,61,123,185,305,73,0,8,52092.204490032,0
Normal,Bengaluru,7/30/2019,7/9/2020,337,30491,566,97,586,83,219,141,0,345,2922.720850514,121
Normal,Bengaluru,6/17/2019,9/15/2020,450,30495,519,48,379,42,100,110,0,456,68366.137028188,160
Normal,Bengaluru,8/15/2020,9/1/2020,0,30498,819,104,542,178,166,43,0,17,64543.368450829,177
Normal,Other,2/21/2019,6/29/2019,112,30502,53,155,254,161,413,57,0,128,45441.391408223,18
Normal,Other,11/9/2020,12/8/2020,28,30505,504,188,440,26,444,111,0,29,28801.917829768,47
Normal,Bengaluru,9/2/2019,6/1/2020,253,30508,129,114,871,178,94,127,0,273,23300.798041983,56
Normal,Mumbai,9/10/2019,10/5/2019,0,30512,726,175,98,198,454,62,0,25,51512.501658203,80
Normal,Mumbai,4/30/2019,11/10/2020,534,30515,923,101,948,48,355,159,0,560,53355.781849748,126
Normal,Bengaluru,6/13/2019,8/8/2020,422,30516,241,71,654,41,431,111,0,422,9527.138338010,198
Normal,Mumbai,11/8/2019,4/17/2020,141,30520,182,131,588,178,287,106,0,161,65443.192310967,28
Normal,Mumbai,10/15/2019,11/4/2019,0,30521,112,4,650,136,158,166,0,20,14158.959033184,196
Normal,Pune,3/30/2020,12/10/2020,253,30523,871,168,703,51,470,156,0,255,22745.964756405,27
Normal,Bengaluru,1/19/2019,1/31/2019,0,30524,841,73,209,71,246,189,0,12,11440.544460556,61
Normal,Mumbai,4/4/2020,6/3/2020,56,30527,224,10,47,182,48,28,0,60,44584.398671022,108
Normal,Pune,6/24/2019,4/3/2020,281,30528,570,179,870,66,80,53,0,284,52336.332130065,17
Normal,Mumbai,4/4/2020,6/26/2020,56,30529,561,125,648,155,100,145,0,83,14141.052388932,65
Normal,Pune,8/5/2019,7/8/2020,337,30531,605,173,961,76,20,115,0,338,13659.821767301,198
Normal,Other,2/4/2019,2/12/2020,365,30532,967,110,417,119,499,14,0,373,1847.847024794,142
Normal,Bengaluru,8/20/2020,9/5/2020,0,30533,381,188,998,113,381,194,0,16,68986.520782750,179
Normal,Other,8/15/2019,4/15/2020,225,30536,353,62,566,69,390,158,0,244,15588.274016031,126
Normal,Pune,11/5/2019,5/27/2020,197,30537,708,166,232,25,233,184,0,204,23284.514959334,42
Normal,Mumbai,11/28/2019,8/5/2020,225,30538,503,159,405,69,308,65,0,251,33137.529652047,68
Normal,Mumbai,6/15/2019,2/6/2020,225,30540,385,194,877,21,374,13,0,236,58786.773780199,46
Normal,Pune,5/19/2020,9/14/2020,112,30543,843,20,322,118,269,40,0,118,10568.074971049,44
Normal,Mumbai,8/13/2019,12/3/2020,478,30545,450,26,806,56,116,157,0,478,48189.896666656,162
Normal,Pune,4/13/2019,4/12/2020,337,30546,131,190,642,49,449,189,0,365,17237.025068232,116
Normal,Pune,7/18/2019,1/31/2020,197,30548,180,3,412,187,365,32,0,197,26946.426534477,53
Normal,Bengaluru,7/27/2019,2/27/2020,197,30551,729,134,528,23,218,124,0,215,837.325327378,79
Normal,Pune,5/8/2019,4/26/2020,337,30552,208,86,921,110,243,34,0,354,27849.855681841,132
Normal,Bengaluru,2/4/2020,9/6/2020,197,30554,469,45,684,46,446,0,0,215,19221.267618544,69
Normal,Other,1/30/2019,9/7/2020,562,30555,54,175,314,99,354,56,0,586,67625.854550395,24
Normal,Other,6/24/2020,10/14/2020,84,30559,804,167,358,184,455,119,0,112,40637.868005965,158
Normal,Other,11/12/2019,5/21/2020,169,30560,726,110,699,51,42,36,0,191,30875.134982615,34
Normal,Mumbai,4/27/2020,8/1/2020,84,30562,803,68,612,139,216,58,0,96,50284.700040538,52
Normal,Bengaluru,3/21/2019,6/5/2019,56,30563,956,108,739,66,131,101,0,76,4326.751166215,88
Normal,Bengaluru,3/31/2019,9/27/2020,534,30565,690,166,505,36,116,19,0,546,53628.723663323,25
Normal,Other,12/6/2019,1/19/2020,28,30568,912,98,936,157,444,97,0,44,25673.539075805,116
Normal,Bengaluru,9/8/2019,6/9/2020,253,30570,301,131,10,64,83,14,0,275,60369.490811284,55
Normal,Bengaluru,4/5/2019,3/11/2020,337,30571,577,126,151,7,36,148,0,341,55601.999104487,1
Normal,Pune,11/7/2019,6/20/2020,225,30574,969,114,600,54,245,126,0,226,41841.818674706,102
Normal,Other,4/15/2019,3/12/2020,309,30575,453,62,452,4,161,126,0,332,67281.380036138,78
Normal,Mumbai,7/6/2019,12/16/2019,141,30576,968,73,395,153,207,107,0,163,44222.125136379,2
Normal,Bengaluru,10/20/2020,11/9/2020,0,30579,919,194,562,172,473,96,0,20,39045.566018773,189
Normal,Other,5/12/2019,4/12/2020,309,30583,767,11,720,100,122,32,0,336,57212.521314198,133
Normal,Mumbai,5/5/2020,7/16/2020,56,30587,319,75,710,130,320,0,0,72,33421.390323307,171
Normal,Pune,4/25/2020,9/24/2020,141,30589,383,66,693,189,356,25,0,152,6499.434831883,190
Normal,Pune,7/26/2019,7/8/2020,337,30590,525,33,921,114,391,101,0,348,40339.513669834,64
Normal,Other,2/3/2020,4/20/2020,56,30593,530,26,521,142,234,48,0,77,40644.128039574,18
Normal,Pune,5/21/2020,10/23/2020,141,30595,263,169,62,20,257,166,0,155,10649.833167113,105
Normal,Pune,2/23/2019,8/4/2019,141,30597,140,58,641,33,298,132,0,162,45535.343849738,97
Normal,Other,12/19/2019,9/16/2020,253,30601,135,128,158,49,232,122,0,272,45885.399323900,115
Normal,Bengaluru,9/6/2019,4/30/2020,225,30602,896,2,791,178,220,86,0,237,9668.000506712,53
Normal,Other,5/29/2019,9/16/2020,450,30603,897,17,159,157,198,162,0,476,65803.621070504,171
Normal,Pune,11/8/2019,9/11/2020,281,30606,525,79,82,66,388,102,0,308,37919.060474616,147
Normal,Mumbai,9/29/2019,10/13/2020,365,30607,434,155,167,57,259,15,0,380,60868.052139085,147
Normal,Mumbai,5/4/2019,3/14/2020,309,30609,443,134,425,111,439,186,0,315,8856.631099689,118
Normal,Bengaluru,4/21/2019,8/15/2020,478,30612,912,153,673,125,247,141,0,482,18070.620610450,12
Normal,Other,1/15/2020,1/25/2020,0,30613,901,130,266,69,138,188,0,10,33272.236176820,0
Normal,Mumbai,9/7/2020,11/22/2020,56,30614,42,181,41,142,288,31,0,76,17823.089012487,67
Normal,Pune,5/29/2019,7/22/2019,28,30616,452,186,184,86,490,61,0,54,29646.825381173,61
Normal,Pune,9/11/2019,3/11/2020,169,30617,904,1,619,116,208,102,0,182,65515.552551007,92
Normal,Bengaluru,4/18/2020,7/11/2020,56,30621,613,8,50,39,100,41,0,84,25621.748891964,46
Normal,Bengaluru,10/1/2019,10/9/2019,0,30627,529,150,945,53,131,79,0,8,18748.910991500,157
Normal,Bengaluru,3/20/2020,11/13/2020,225,30629,631,37,575,105,365,97,0,238,37614.371724307,194
Normal,Pune,8/25/2020,12/12/2020,84,30636,493,112,659,176,233,56,0,109,40419.743259127,21
Normal,Mumbai,10/17/2019,11/26/2020,393,30638,954,48,571,197,260,41,0,406,6.991321490,97
Normal,Bengaluru,3/2/2019,3/4/2020,365,30639,660,47,235,101,427,181,0,368,6539.619723729,31
Normal,Other,3/7/2020,7/3/2020,112,30640,835,20,220,26,385,96,0,118,1505.838965994,39
Normal,Pune,6/17/2019,5/18/2020,309,30641,237,186,324,145,110,157,0,336,17522.610789795,169
Normal,Mumbai,10/31/2019,8/4/2020,253,30645,882,53,268,48,175,39,0,278,12394.087846174,119
Normal,Pune,2/15/2019,10/13/2020,590,30646,153,43,42,54,367,102,0,606,58025.976628211,162
Normal,Other,2/16/2020,10/14/2020,225,30647,311,45,870,47,245,141,0,241,28886.79856125,91
Normal,Mumbai,12/17/2019,8/16/2020,225,30651,123,38,106,31,138,68,0,243,45878.494112900,187
Normal,Pune,7/18/2019,7/20/2019,0,30654,171,14,548,134,310,163,0,2,33124.920541775,101
Normal,Pune,11/13/2019,10/24/2020,337,30655,331,32,262,8,463,96,0,346,4408.896440527,99
Normal,Pune,6/7/2019,10/12/2020,478,30656,646,158,612,194,113,144,0,493,63458.312217524,101
Normal,Mumbai,4/22/2020,9/1/2020,112,30657,285,54,51,39,135,60,0,132,16241.661070041,21
Normal,Pune,1/8/2020,6/30/2020,169,30658,257,182,846,134,198,154,0,174,64487.939543842,157
Normal,Mumbai,1/30/2019,6/12/2019,112,30659,469,191,457,62,299,39,0,133,9141.422088408,182
Normal,Pune,3/11/2019,6/2/2020,422,30661,383,195,415,172,291,52,0,449,12177.741304888,74
Normal,Bengaluru,5/2/2019,10/29/2020,534,30662,84,197,655,39,16,77,0,546,42531.947403328,199
Normal,Bengaluru,12/3/2020,12/7/2020,0,30663,103,153,395,20,400,171,0,4,69842.654911608,92
Normal,Bengaluru,4/22/2019,7/26/2020,450,30665,130,124,334,44,395,182,0,461,46462.202874916,118
Normal,Pune,6/6/2019,2/4/2020,225,30667,246,62,361,169,136,173,0,243,34832.403377884,152
Normal,Mumbai,2/8/2020,6/26/2020,112,30668,429,107,981,15,409,29,0,139,34711.741744746,46
Normal,Other,5/6/2019,12/25/2019,225,30669,91,142,426,23,281,35,0,233,44591.322974640,104
Normal,Other,7/31/2019,1/30/2020,169,30670,288,55,176,140,19,98,0,183,33964.816926985,84
Normal,Other,3/10/2019,11/21/2019,253,30671,119,184,811,161,96,125,0,256,20291.478290778,105
Normal,Bengaluru,12/4/2019,3/1/2020,84,30674,142,93,666,128,363,153,0,88,23461.166647384,10
Normal,Other,2/2/2019,12/2/2020,646,30680,32,153,941,14,168,106,0,669,46419.866659750,189
Normal,Bengaluru,6/9/2019,10/20/2020,478,30681,961,45,453,102,382,196,0,499,1087.072112315,144
Normal,Other,3/2/2020,10/12/2020,197,30684,673,46,841,26,10,169,0,224,43276.345221343,84
Normal,Pune,6/15/2020,9/17/2020,84,30685,233,154,224,175,342,36,0,94,19971.959003087,149
Normal,Other,5/17/2019,6/24/2020,393,30686,389,64,821,120,255,12,0,404,25197.869297657,58
Normal,Mumbai,2/2/2019,7/22/2019,169,30687,164,159,342,80,53,58,0,170,54669.936439363,35
Normal,Pune,11/14/2019,6/22/2020,197,30693,309,134,747,33,421,100,0,221,7157.035568122,137
Normal,Pune,1/7/2019,5/29/2020,506,30694,681,88,75,84,101,177,0,508,57298.582649753,128
Normal,Mumbai,1/17/2019,4/8/2019,56,30698,112,45,582,122,153,41,0,81,59015.530065848,128
Normal,Mumbai,5/28/2020,7/15/2020,28,30703,937,146,574,68,390,129,0,48,25170.345239889,76
Normal,Other,2/8/2020,12/3/2020,281,30704,964,164,336,163,115,179,0,299,29938.962550738,115
Normal,Bengaluru,6/25/2019,1/29/2020,197,30709,255,2,370,9,398,178,0,218,32438.456913963,7
Normal,Mumbai,10/20/2019,2/21/2020,112,30710,918,32,299,108,348,135,0,124,68959.501971814,14
Normal,Other,4/8/2019,12/22/2019,253,30713,534,160,172,89,480,110,0,258,64473.696694749,152
Normal,Pune,1/2/2019,4/6/2020,450,30714,777,61,501,102,431,69,0,460,69399.918726186,93
Normal,Other,4/7/2019,9/2/2020,506,30715,40,112,215,51,374,91,0,514,37848.003880848,55
Normal,Bengaluru,6/1/2020,12/3/2020,169,30716,307,21,399,177,341,34,0,185,23780.401425697,74
Normal,Pune,6/1/2019,9/29/2020,478,30717,882,123,982,178,159,153,0,486,9140.548004301,19
Normal,Pune,4/12/2019,4/16/2020,365,30718,321,96,379,162,360,63,0,370,38906.593382746,145
Normal,Pune,3/30/2019,9/9/2019,141,30723,668,45,958,32,89,49,0,163,27898.759065165,81
Normal,Other,2/8/2019,11/9/2019,253,30727,122,73,897,60,261,109,0,274,49541.775474034,130
Normal,Other,6/20/2019,8/24/2019,56,30728,439,94,30,160,464,126,0,65,48045.537262518,179
Normal,Mumbai,10/7/2020,10/31/2020,0,30729,127,69,531,90,307,162,0,24,31813.934895182,10
Normal,Mumbai,8/13/2020,8/27/2020,0,30731,668,9,610,27,188,128,0,14,66461.132175771,155
Normal,Mumbai,6/12/2019,11/24/2019,141,30732,401,96,793,144,460,154,0,165,8905.548291529,141
Normal,Other,1/3/2020,1/29/2020,0,30737,537,34,775,5,452,28,0,26,10787.944627123,133
Normal,Bengaluru,2/24/2019,4/3/2019,28,30738,773,56,702,156,329,168,0,38,21490.229383695,150
Normal,Mumbai,9/29/2019,4/16/2020,197,30739,850,23,605,5,320,76,0,200,32452.957186596,42
Normal,Bengaluru,3/30/2019,6/25/2019,84,30740,358,17,21,182,496,150,0,87,35897.810919427,184
Normal,Mumbai,1/3/2019,11/13/2020,674,30741,175,149,631,14,221,105,0,680,45185.907594475,60
Normal,Other,11/15/2019,12/3/2019,0,30744,662,90,201,189,36,115,0,18,60913.179775003,141
Normal,Mumbai,8/6/2019,11/23/2019,84,30746,769,195,586,183,188,53,0,109,41290.208182781,66
Normal,Other,4/2/2019,3/21/2020,337,30749,723,115,145,111,399,45,0,354,4032.097680527,145
Normal,Bengaluru,12/10/2019,6/27/2020,197,30750,877,52,903,97,396,21,0,200,21931.290148289,38
Normal,Pune,6/17/2020,8/29/2020,56,30754,436,63,399,139,251,38,0,73,31739.689677039,115
Normal,Bengaluru,2/25/2019,7/10/2019,112,30763,798,81,997,188,99,174,0,135,68195.976143936,116
Normal,Mumbai,8/30/2019,10/14/2020,393,30765,260,199,798,94,202,129,0,411,35803.232940847,177
Normal,Other,1/21/2019,6/3/2020,478,30767,801,93,719,64,57,175,0,499,59198.460440676,184
Normal,Mumbai,2/20/2019,8/12/2019,169,30768,646,177,715,75,375,110,0,173,69620.656147017,59
Normal,Mumbai,4/6/2019,10/12/2019,169,30769,266,67,622,6,199,102,0,189,69357.921583509,87
Normal,Other,3/17/2020,6/28/2020,84,30770,553,191,707,64,336,61,0,103,35587.931614531,36
Normal,Bengaluru,7/13/2019,8/4/2020,365,30771,200,69,263,122,218,186,0,388,35907.307586189,167
Normal,Bengaluru,9/15/2020,11/20/2020,56,30772,827,51,81,92,248,130,0,66,14927.560545899,11
Normal,Mumbai,3/12/2019,6/25/2020,450,30775,981,133,334,9,319,0,0,471,22751.969544794,49
Normal,Pune,3/19/2019,7/1/2019,84,30777,217,165,754,143,82,132,0,104,37570.542480290,75
Normal,Bengaluru,9/23/2019,3/4/2020,141,30778,908,1,404,58,21,70,0,163,51850.583768528,155
Normal,Bengaluru,2/2/2020,2/21/2020,0,30782,384,19,14,174,232,13,0,19,60205.923295758,162
Normal,Bengaluru,3/9/2019,3/29/2020,365,30784,152,61,868,187,6,33,0,386,37533.535335713,188
Normal,Mumbai,3/6/2019,4/9/2019,28,30786,97,97,37,22,170,199,0,34,47522.794248146,143
Normal,Other,8/21/2019,5/14/2020,253,30787,49,54,508,180,125,188,0,267,42012.924885788,177
Normal,Pune,2/28/2019,4/24/2020,393,30789,843,191,70,173,191,101,0,421,49813.405163740,62
Normal,Bengaluru,11/12/2019,7/13/2020,225,30791,314,65,351,8,255,69,0,244,35390.454587772,32
Normal,Other,7/24/2019,9/24/2020,422,30792,133,181,564,114,134,171,0,428,6426.710408212,158
Normal,Mumbai,6/30/2019,9/21/2020,422,30793,412,94,124,70,264,155,0,449,68794.208939015,152
Normal,Pune,7/31/2019,12/5/2020,478,30794,732,90,67,154,8,188,0,493,9148.388525698,98
Normal,Mumbai,3/5/2019,2/14/2020,337,30795,556,15,914,131,28,42,0,346,61721.605039201,10
Normal,Mumbai,10/12/2019,10/29/2020,365,30797,252,175,883,42,479,61,0,383,33967.010653388,103
Normal,Bengaluru,4/9/2019,2/13/2020,309,30801,964,1,56,14,128,12,0,310,34026.875991526,162
Normal,Bengaluru,11/30/2019,3/9/2020,84,30802,103,145,830,6,153,29,0,100,12793.342647635,156
Normal,Mumbai,1/26/2019,4/30/2019,84,30803,108,162,986,132,171,32,0,94,62565.847689873,176
Normal,Other,6/15/2019,12/2/2019,169,30804,63,97,621,167,107,152,0,170,12696.367528417,187
Normal,Mumbai,7/30/2019,12/22/2019,141,30806,338,42,987,116,244,61,0,145,50583.519227928,46
Normal,Pune,3/23/2019,12/1/2019,253,30807,93,38,558,113,262,167,0,253,64167.124254032,61
Normal,Bengaluru,3/10/2019,9/2/2020,534,30808,69,170,255,88,23,175,0,542,48172.641524713,50
Normal,Pune,12/16/2019,1/10/2020,0,30810,937,44,153,139,422,59,0,25,43014.832879472,70
Normal,Other,10/2/2019,5/30/2020,225,30812,636,14,824,88,495,14,0,241,41810.649217876,6
Normal,Bengaluru,3/2/2019,2/14/2020,337,30816,454,185,412,94,461,110,0,349,69022.028448042,110
Normal,Mumbai,6/3/2019,7/30/2020,422,30817,254,186,376,60,4,190,0,423,33516.628394071,30
Normal,Other,3/20/2020,12/12/2020,253,30818,778,132,833,180,11,120,0,267,69837.184598212,104
Normal,Pune,10/25/2019,3/20/2020,141,30819,320,139,138,134,7,194,0,147,14527.264440444,44
Normal,Pune,2/11/2019,5/12/2019,84,30820,800,60,338,196,494,79,0,90,52956.152821898,0
Normal,Pune,7/13/2019,3/23/2020,253,30821,876,46,109,58,292,180,0,254,40623.347682647,45
Normal,Mumbai,5/19/2019,7/14/2020,422,30823,985,128,359,82,486,34,0,422,31198.400779640,27
Normal,Mumbai,1/24/2019,3/7/2019,28,30830,956,52,857,155,414,96,0,42,57832.982215908,92
Normal,Pune,4/21/2020,10/31/2020,169,30833,988,69,540,8,376,93,0,193,48473.189840842,98
